date,QQQ_close,vix,dxy_proxy,tips_proxy,credit_proxy,gold_close,hard_regime,divergence_phase,risk_score,proposed_risk,recovery_active,dxy_roc_20d,tips_roc_20d
2023-08-24,255.72,21.84,104.27,1.5967,396.58,1738.13,LIQUIDITY_SQUEEZE,CRISIS,0.15,0.8,False,-0.002009954058193042,0.02813908564069556
2023-08-25,259.28,22.38,103.76,1.6085,395.51,1718.69,LIQUIDITY_SQUEEZE,CRISIS,0.15,0.8,False,-0.0037445991358617814,0.038411878631375185
2023-08-28,251.21,22.54,103.79,1.6067,394.83,1726.83,LIQUIDITY_SQUEEZE,CRISIS,0.15,0.8,False,-0.0008663842895647589,0.041553221833268594
2023-08-29,252.09,23.08,103.97,1.6119,389.95,1723.12,LIQUIDITY_SQUEEZE,CRISIS,0.15,0.8,False,0.0014448083220959251,0.0365249823162499
2023-08-30,237.09,23.55,103.98,1.6207,392.85,1726.25,LIQUIDITY_SQUEEZE,CRISIS,0.15,0.8,False,0.001155401502022091,0.047572878288410614
2023-08-31,232.94,24.16,103.77,1.621,395.29,1720.2,LIQUIDITY_SQUEEZE,CRISIS,0.15,0.8,False,-0.00498609646178938,0.04157296151127676
2023-09-01,236.46,24.85,103.39,1.6292,397.07,1722.12,LIQUIDITY_SQUEEZE,CRISIS,0.15,0.8,False,-0.007392473118279508,0.05116459126395245
2023-09-04,230.77,25.08,103.18,1.634,394.91,1728.08,LIQUIDITY_SQUEEZE,CRISIS,0.15,0.8,False,-0.008837656099903834,0.051886185142268504
2023-09-05,222.46,25.52,103.23,1.6543,391.76,1746.58,LIQUIDITY_SQUEEZE,CRISIS,0.15,0.8,False,-0.013097514340344119,0.05604851579955317
2023-09-06,222.18,26.16,103.29,1.6583,391.52,1765.06,LIQUIDITY_SQUEEZE,CRISIS,0.15,0.8,False,-0.016285714285714237,0.05382562277580072
2023-09-07,218.53,27.05,103.04,1.6581,389.12,1771.38,LIQUIDITY_SQUEEZE,CRISIS,0.15,0.8,False,-0.01988014838771035,0.055375214817643625
2023-09-08,225.33,27.57,102.96,1.6492,388.7,1752.34,LIQUIDITY_SQUEEZE,CRISIS,0.15,0.8,False,-0.013981995786247925,0.047111111111111104
2023-09-11,219.06,28.2,103.52,1.6727,387.45,1770.65,LIQUIDITY_SQUEEZE,CRISIS,0.15,0.8,False,-0.006811858390098902,0.05003138731952306
2023-09-12,219.3,28.71,103.71,1.6735,387.82,1766.3,LIQUIDITY_SQUEEZE,CRISIS,0.15,0.8,False,-0.0010595261028703007,0.05092941471991952
2023-09-13,210.54,28.73,103.99,1.6716,386.55,1767.11,LIQUIDITY_SQUEEZE,CRISIS,0.15,0.8,False,-0.0021111217733422727,0.04934086629001877
2023-09-14,213.67,29.37,103.73,1.6822,390.33,1773.93,LIQUIDITY_SQUEEZE,CRISIS,0.15,0.8,False,-0.0007706386667950538,0.0612579647971736
2023-09-15,217.81,30.41,104.21,1.6877,391.85,1781.09,LIQUIDITY_SQUEEZE,CRISIS,0.15,0.8,False,0.0019228920296123775,0.07278159166031029
2023-09-18,210.74,31.29,103.65,1.6813,395.03,1792.28,LIQUIDITY_SQUEEZE,CRISIS,0.15,0.8,False,0.0020301624129930307,0.06667935541174974
2023-09-19,217.52,31.81,103.18,1.6796,395.39,1793.99,LIQUIDITY_SQUEEZE,CRISIS,0.15,0.8,False,-0.009693828582397424,0.05848248046382665
2023-09-20,222.6,32.3,103.34,1.6716,396.58,1794.75,LIQUIDITY_SQUEEZE,CRISIS,0.15,0.8,False,-0.008824093612123551,0.0488799648616427
2023-09-21,217.32,32.85,103.27,1.6697,400.91,1794.23,LIQUIDITY_SQUEEZE,CRISIS,0.15,0.8,False,-0.00959048623765224,0.04571929604809921
2023-09-22,214.9,32.65,102.91,1.6678,399.38,1812.3,LIQUIDITY_SQUEEZE,CRISIS,0.15,0.8,False,-0.008191981495759504,0.03686664594342548
2023-09-25,214.98,32.79,102.95,1.6685,399.09,1813.07,RISK_ON,NONE,0.7,0.8,False,-0.008093265247133719,0.03846393228356271
2023-09-26,219.1,32.35,102.14,1.6643,399.05,1822.56,RISK_ON,NONE,0.7,0.8,False,-0.017601231124362737,0.0325082201129101
2023-09-27,220.58,32.22,102.56,1.6732,399.41,1835.57,RISK_ON,NONE,0.7,0.8,True,-0.013656472398538178,0.032393410254828225
2023-09-28,221.62,32.06,102.86,1.6745,399.33,1855.23,RISK_ON,NONE,0.7,0.8,True,-0.008769393851787544,0.03300431832202344
2023-09-29,216.63,31.77,102.38,1.6718,398.64,1836.39,RISK_ON,NONE,0.7,0.8,False,-0.009768836444530415,0.026147802602504377
2023-10-02,214.93,31.57,103.4,1.6871,397.58,1832.45,RISK_ON,NONE,0.7,0.8,False,0.002132196162046851,0.03249694002447989
2023-10-03,212.89,31.21,103.36,1.6791,397.29,1812.66,RISK_ON,NONE,0.7,0.8,False,0.0012593238399689621,0.01499123496342869
2023-10-04,211.7,31.17,103.52,1.6829,394.07,1824.23,RISK_ON,NONE,0.7,0.8,False,0.00222674024590952,0.014834469034553432
2023-10-05,210.43,31.2,103.53,1.6717,393.24,1829.63,RISK_ON,NONE,0.7,0.8,False,0.004755434782608647,0.008202159097762562
2023-10-06,212.14,31.12,104.17,1.6804,392.56,1839.97,RISK_ON,NONE,0.7,0.8,False,0.011752136752136932,0.018918263400436564
2023-10-09,216.66,31.36,103.67,1.673,395.97,1827.07,RISK_ON,NONE,0.7,0.8,False,0.0014489953632148556,0.0001793507502838576
2023-10-10,214.23,31.22,103.86,1.6724,394.35,1819.18,RISK_ON,NONE,0.7,0.8,False,0.001446340757882636,-0.0006573050492978405
2023-10-11,213.13,31.02,104.81,1.6753,396.37,1813.68,RISK_ON,NONE,0.7,0.8,False,0.007885373593614853,0.002213448193347789
2023-10-12,213.16,30.85,103.71,1.6641,391.98,1785.84,RISK_ON,NONE,0.7,0.8,False,-0.00019280825219325504,-0.010759719415051716
2023-10-13,211.04,30.99,103.7,1.6751,392.87,1796.34,RISK_ON,NONE,0.7,0.8,False,-0.004893964110929794,-0.0074657818332641845
2023-10-16,209.56,31.01,104.02,1.6706,394.11,1804.18,RISK_ON,NONE,0.7,0.8,False,0.0035697057404726618,-0.006364123000059396
2023-10-17,208.83,30.78,103.53,1.6717,394.81,1794.89,RISK_ON,NONE,0.7,0.8,False,0.0033921302578019397,-0.004703500833531771
2023-10-18,209.3,30.8,103.8,1.685,397.75,1783.03,RISK_ON,NONE,0.7,0.8,False,0.0044513257209211066,0.00801627183536735
2023-10-19,213.25,30.66,104.24,1.6859,396.69,1761.18,RISK_ON,NONE,0.7,0.8,False,0.009392853684516256,0.009702341738036857
2023-10-20,213.31,30.36,104.66,1.699,394.71,1765.6,RISK_ON,NONE,0.7,0.8,True,0.017005150131182534,0.01870727905024583
2023-10-23,212.19,30.2,104.99,1.699,398.75,1760.35,RISK_ON,NONE,0.7,0.8,False,0.019815444390480774,0.01827989211866954
2023-10-24,214.73,30.16,105.34,1.6956,398.56,1759.63,RISK_ON,NONE,0.7,0.8,False,0.031329547679655345,0.01880670552184105
2023-10-25,213.36,30.2,105.62,1.701,402.15,1778.19,RISK_ON,NONE,0.7,0.8,False,0.029836193447738024,0.016614869710734004
2023-10-26,212.99,30.19,105.37,1.7015,400.62,1799.06,RISK_ON,NONE,0.7,0.8,False,0.02440209994166831,0.016124216183935447
2023-10-27,214.19,30.1,105.88,1.6834,395.7,1809.81,RISK_ON,NONE,0.7,0.8,False,0.03418636452432122,0.006938629022610332
2023-10-30,214.75,30.08,105.33,1.6835,400.38,1820.97,RISK_ON,NONE,0.7,0.8,False,0.018665377176015463,-0.002133839132238746
2023-10-31,215.54,29.95,105.18,1.6659,400.92,1832.48,RISK_ON,NONE,0.7,0.8,True,0.017608359133127083,-0.0078613542969449
2023-11-01,212.58,29.79,104.7,1.6582,400.97,1806.47,RISK_ON,NONE,0.7,0.8,False,0.011398763523956745,-0.014677045576088954
2023-11-02,214.31,29.84,104.61,1.638,398.49,1822.79,RISK_ON,NONE,0.7,0.8,False,0.010431758910460776,-0.0201591194592331
2023-11-03,208.78,29.73,104.12,1.6449,396.8,1828.67,RISK_ON,NONE,0.7,0.8,False,-0.00047998464049148204,-0.021125922399428676
2023-11-06,210.38,29.95,104.05,1.6483,393.18,1844.64,RISK_ON,NONE,0.7,0.8,False,0.0036654769943087473,-0.01476389719067539
2023-11-07,209.2,29.8,104.05,1.6358,393.64,1857.87,RISK_ON,NONE,0.7,0.8,False,0.0018293857115347922,-0.021884716574982144
2023-11-08,210.23,29.51,104.01,1.6422,389.13,1844.64,RISK_ON,NONE,0.7,0.8,False,-0.007632859459975161,-0.019757655345311265
2023-11-09,212.5,29.49,104.19,1.6578,390.14,1853.87,RISK_ON,NONE,0.7,0.8,False,0.0046282904252241686,-0.0037858301784747805
2023-11-10,218.68,29.4,103.87,1.6616,391.09,1847.77,RISK_ON,NONE,0.7,0.8,True,0.0016393442622950616,-0.008059220345054019
2023-11-13,216.86,29.68,104.01,1.6559,393.17,1847.1,RISK_ON,NONE,0.7,0.8,False,-9.613535858477018e-05,-0.00879923380821268
2023-11-14,216.75,29.7,103.49,1.6591,397.6,1853.87,RISK_ON,NONE,0.7,0.8,False,-0.0003863614411282468,-0.007537237542621256
2023-11-15,216.37,29.57,103.33,1.6574,396.62,1866.5,RISK_ON,NONE,0.7,0.8,False,-0.004527938342967275,-0.016379821958456997
2023-11-16,213.05,29.64,103.18,1.6608,393.86,1884.61,RISK_ON,NONE,0.7,0.8,False,-0.010168841135840267,-0.014888190284121139
2023-11-17,216.13,29.72,102.57,1.668,394.73,1864.18,RISK_ON,NONE,0.7,0.8,False,-0.019969424804127667,-0.018246027074749982
2023-11-20,216.51,29.71,102.8,1.6698,395.35,1884.16,RISK_ON,NONE,0.7,0.8,False,-0.02085912944089907,-0.017186580341377322
2023-11-21,219.6,29.23,102.68,1.6688,391.11,1886.15,RISK_ON,NONE,0.7,0.8,True,-0.025251566356559674,-0.01580561453172913
2023-11-22,222.78,29.01,102.83,1.6615,389.46,1906.42,RISK_ON,NONE,0.7,0.8,True,-0.0264154516190116,-0.02322163433274549
2023-11-23,222.01,29.02,102.07,1.6773,390.79,1904.74,RISK_ON,NONE,0.7,0.8,False,-0.031318212014805114,-0.01422274463708495
2023-11-24,223.74,28.76,102.57,1.6749,390.23,1898.95,RISK_ON,NONE,0.7,0.8,False,-0.03126180581790705,-0.005049304978020697
2023-11-27,222.88,28.8,102.68,1.6807,390.13,1906.53,RISK_ON,NONE,0.7,0.8,False,-0.025159024019747345,-0.0016632016632016633
2023-11-28,222.4,29.06,102.05,1.6916,393.25,1895.92,RISK_ON,NONE,0.7,0.8,False,-0.029758509222285734,0.01542709646437368
2023-11-29,227.8,29.15,102.45,1.6922,392.66,1893.9,RISK_ON,NONE,0.7,0.8,False,-0.021489971346704828,0.02050416113858411
2023-11-30,229.14,29.3,102.54,1.6848,394.53,1906.87,RISK_ON,NONE,0.7,0.8,False,-0.019787783194723185,0.028571428571428692
2023-12-01,231.1,29.35,102.44,1.6774,392.39,1885.8,RISK_ON,NONE,0.7,0.8,True,-0.016135228582405015,0.019758040002431754
2023-12-04,232.11,29.27,102.27,1.6529,389.38,1901.35,RISK_ON,NONE,0.7,0.8,True,-0.017107160019221523,0.0027907541102953903
2023-12-05,231.03,29.27,101.71,1.6651,388.96,1905.97,RISK_ON,NONE,0.7,0.8,False,-0.0224891878904373,0.017911725149773794
2023-12-06,236.87,29.43,101.59,1.6605,388.13,1913.54,RISK_ON,NONE,0.7,0.8,False,-0.023266993558311744,0.011143587869930638
2023-12-07,237.09,29.32,102.2,1.6599,393.4,1915.52,RISK_ON,NONE,0.7,0.8,False,-0.019099721662347635,0.001266739051755339
2023-12-08,241.8,29.31,102.6,1.6542,391.31,1922.45,RISK_ON,NONE,0.7,0.8,True,-0.012226821989024805,-0.004453538757823838
2023-12-11,244.68,29.26,102.09,1.6433,387.88,1899.43,RISK_ON,NONE,0.7,0.8,True,-0.018459763484280356,-0.007609155142218715
2023-12-12,245.43,29.36,102.09,1.6251,387.36,1898.03,RISK_ON,NONE,0.7,0.8,True,-0.013527877089573814,-0.02049303839431016
2023-12-13,251.07,29.09,101.94,1.6392,388.33,1906.27,RISK_ON,NONE,0.7,0.8,True,-0.01345204684022061,-0.0109810546639314
2023-12-14,251.86,29.08,102.27,1.6329,390.3,1888.71,RISK_ON,NONE,0.7,0.8,True,-0.008819538670285065,-0.016799132947976858
2023-12-15,253.19,29.05,102.03,1.6331,388.76,1875.3,RISK_ON,NONE,0.7,0.8,True,-0.005264697279906305,-0.020923261390887293
2023-12-18,252.8,28.83,102.17,1.624,390.34,1860.54,RISK_ON,NONE,0.7,0.8,False,-0.006128404669260679,-0.027428434543058988
2023-12-19,251.87,28.68,102.72,1.627,389.77,1867.78,RISK_ON,NONE,0.7,0.8,False,0.00038955979742882896,-0.02504793863854271
2023-12-20,247.07,28.62,103.55,1.6284,389.85,1875.69,RISK_ON,NONE,0.7,0.8,False,0.007001847709812381,-0.019921757448088995
2023-12-21,249.78,28.27,102.87,1.6305,388.1,1893.67,RISK_ON,NONE,0.7,0.8,False,0.00783775840109735,-0.0279019853335718
2023-12-22,249.49,27.94,102.35,1.6084,387.48,1891.93,RISK_ON,NONE,0.7,0.8,False,-0.002144876669591511,-0.03970386291718908
2023-12-25,248.93,28.04,102.86,1.6073,382.44,1900.86,RISK_ON,NONE,0.7,0.8,False,0.0017530190884300634,-0.043672279407389825
2023-12-26,250.81,28.03,103.27,1.5983,386.97,1888.85,RISK_ON,NONE,0.7,0.8,False,0.011954924056834848,-0.0551548829510522
2023-12-27,253.19,27.73,102.9,1.6107,386.29,1900.71,RISK_ON,NONE,0.7,0.8,False,0.004392386530014614,-0.04816215577354921
2023-12-28,254.3,27.66,103.47,1.6091,382.08,1890.79,RISK_ON,NONE,0.7,0.8,True,0.009069631363370245,-0.044931149097815815
2023-12-29,256.21,27.66,102.83,1.6036,380.67,1886.71,RISK_ON,NONE,0.7,0.8,True,0.0038071065989848663,-0.043996661499940415
2024-01-01,253.19,27.52,102.54,1.6101,382.44,1885.54,RISK_ON,NONE,0.7,0.8,False,0.0026400704018774146,-0.025893883477524304
2024-01-02,252.71,27.49,102.22,1.6012,380.21,1877.91,RISK_ON,NONE,0.7,0.8,False,0.0050142562186610284,-0.03837607350909855
2024-01-03,250.27,27.45,102.52,1.5888,380.19,1875.77,RISK_ON,NONE,0.7,0.8,False,0.009154444335072176,-0.04317976513098465
2024-01-04,251.63,27.4,101.94,1.5791,380.18,1890.03,RISK_ON,NONE,0.7,0.8,False,-0.0025440313111546597,-0.04867763118260138
2024-01-05,246.56,27.39,102.43,1.5782,381.36,1881.48,RISK_ON,NONE,0.7,0.8,False,-0.001656920077972579,-0.045943658566074186
2024-01-08,246.76,27.11,101.48,1.586,379.03,1876.24,RISK_ON,NONE,0.7,0.8,False,-0.005975119992163824,-0.03486886143735157
2024-01-09,243.83,26.87,101.42,1.5805,379.81,1882.93,RISK_ON,NONE,0.7,0.8,False,-0.006562836712704523,-0.027444464956002723
2024-01-10,245.1,26.85,102.07,1.5724,379.61,1898.61,RISK_ON,NONE,0.7,0.8,False,0.0012752599568373046,-0.0407515861395803
2024-01-11,248.69,26.6,101.96,1.5834,380.69,1901.97,RISK_ON,NONE,0.7,0.8,False,-0.0030311919428962497,-0.030314164982546465
2024-01-12,248.65,26.5,102.08,1.5817,380.52,1903.78,RISK_ON,NONE,0.7,0.8,False,0.0004900519455062202,-0.03147388402424833
2024-01-15,247.46,26.51,103.28,1.568,381.19,1894.41,RISK_ON,NONE,0.7,0.8,False,0.010864245864735222,-0.034482758620689724
2024-01-16,249.38,26.47,103.61,1.5775,381.55,1910.18,RISK_ON,NONE,0.7,0.8,False,0.00866433021806845,-0.03042409342347885
2024-01-17,244.03,26.62,103.77,1.5863,378.68,1899.83,RISK_ON,NONE,0.7,0.8,False,0.0021245774987928012,-0.025853598624416607
2024-01-18,244.88,26.57,103.9,1.5952,374.59,1913.54,RISK_ON,NONE,0.7,0.8,False,0.010012637309225303,-0.02164980067463973
2024-01-19,245.39,26.49,103.3,1.5996,369.09,1922.99,RISK_ON,NONE,0.7,0.8,False,0.009281875915974735,-0.0054712758020394325
2024-01-22,242.22,26.44,103.26,1.6092,368.62,1914.42,RISK_ON,NONE,0.7,0.8,False,0.003888780867198127,0.001182106638462077
2024-01-23,241.47,26.56,103.49,1.6065,368.03,1894.18,RISK_ON,NONE,0.7,0.8,False,0.002130337949065586,0.005130451104298217
2024-01-24,242.9,26.27,103.82,1.6078,373.22,1880.35,RISK_ON,NONE,0.7,0.8,False,0.008940719144800546,-0.001800459427578116
2024-01-25,243.13,26.46,104.32,1.6025,373.65,1881.13,RISK_ON,NONE,0.7,0.8,False,0.00821494152894564,-0.004101671741967516
2024-01-26,244.3,26.31,104.29,1.5901,373.88,1887.81,RISK_ON,NONE,0.7,0.8,True,0.014198191189341625,-0.008418558243950991
2024-01-29,244.24,26.04,104.72,1.5933,372.18,1884.86,RISK_ON,NONE,0.7,0.8,False,0.021259996099083134,-0.010434134525805994
2024-01-30,241.06,25.86,104.5,1.6034,370.67,1894.06,RISK_ON,NONE,0.7,0.8,False,0.02230483271375472,0.001373969522857843
2024-01-31,240.24,25.84,104.45,1.6107,369.41,1873.97,RISK_ON,NONE,0.7,0.8,False,0.01882559500585268,0.013783987915407803
2024-02-01,237.41,25.72,103.94,1.6143,368.3,1905.87,RISK_ON,NONE,0.7,0.8,False,0.019619383951343883,0.02229117851940976
2024-02-02,233.75,25.69,103.48,1.6107,368.54,1875.61,RISK_ON,NONE,0.7,0.8,False,0.010250903055745386,0.020593080724876422
2024-02-05,234.78,25.89,103.31,1.6131,370.73,1874.2,RISK_ON,NONE,0.7,0.8,False,0.018033109972408257,0.017087011349306458
2024-02-06,233.88,25.54,103.58,1.6125,368.41,1876.61,RISK_ON,NONE,0.7,0.8,False,0.021297574442910694,0.020246757355267375
2024-02-07,232.98,25.42,103.84,1.602,370.65,1859.0,RISK_ON,NONE,0.7,0.8,False,0.017341040462427904,0.01882472653268885
2024-02-08,231.91,25.62,104.32,1.6031,368.48,1852.86,RISK_ON,NONE,0.7,0.8,False,0.023146331894860817,0.012441581407098612
2024-02-09,232.54,25.57,104.29,1.6032,367.94,1834.9,RISK_ON,NONE,0.7,0.8,False,0.021649686520376354,0.013592969589681925
2024-02-12,231.8,25.63,103.73,1.602,366.05,1837.06,RISK_ON,NONE,0.7,0.8,False,0.004357087529047288,0.02168367346938771
2024-02-13,231.37,25.77,103.95,1.5918,367.45,1827.84,RISK_ON,NONE,0.7,0.8,False,0.003281536531222873,0.009064976228209343
2024-02-14,230.49,25.76,103.76,1.5992,365.67,1820.65,RISK_ON,NONE,0.7,0.8,False,-9.63669654041599e-05,0.008132131374897433
2024-02-15,229.44,25.64,104.23,1.6046,369.35,1850.28,RISK_ON,NONE,0.7,0.8,False,0.0031761308950915,0.005892678034102428
2024-02-16,227.54,25.6,103.75,1.5987,367.88,1837.32,RISK_ON,NONE,0.7,0.8,False,0.004356243949661165,-0.0005626406601649814
2024-02-19,225.6,25.53,103.25,1.6057,365.78,1874.19,RISK_ON,NONE,0.7,0.8,False,-9.684292078249168e-05,-0.002174993785732049
2024-02-20,225.03,25.48,102.73,1.6197,368.17,1878.84,RISK_ON,NONE,0.7,0.8,False,-0.007343704705768617,0.008216619981325834
2024-02-21,222.45,25.46,102.28,1.6319,369.88,1880.85,RISK_ON,NONE,0.7,0.8,False,-0.014833365440184876,0.014989426545590323
2024-02-22,217.48,25.28,102.57,1.6421,372.27,1860.64,RISK_ON,NONE,0.7,0.8,False,-0.01677530674846628,0.024711388455538108
2024-02-23,218.57,25.36,101.9,1.6424,372.8,1857.46,RISK_ON,NONE,0.7,0.8,False,-0.022916866430146676,0.03289101314382736
2024-02-26,214.95,25.27,101.77,1.6415,371.47,1852.45,RISK_ON,NONE,0.7,0.8,False,-0.028170359052712035,0.030251678905416357
2024-02-27,215.3,25.27,101.66,1.6385,371.6,1828.28,RISK_ON,NONE,0.7,0.8,False,-0.027177033492822966,0.021890981663964082
2024-02-28,216.76,25.22,101.69,1.6467,367.17,1803.75,RISK_ON,NONE,0.7,0.8,False,-0.026424126376256685,0.022350530825107073
2024-02-29,217.78,25.17,101.77,1.6432,368.56,1816.25,RISK_ON,NONE,0.7,0.8,True,-0.02087742928612668,0.017902496438084503
2024-03-01,219.27,25.09,100.92,1.6498,371.19,1825.17,RISK_ON,NONE,0.7,0.8,True,-0.02473908001546199,0.024275159868380136
2024-03-04,217.78,25.12,101.28,1.663,369.16,1823.01,RISK_ON,NONE,0.7,0.8,False,-0.01964959829638957,0.03093422602442497
2024-03-05,219.85,25.08,100.83,1.6668,370.37,1824.86,RISK_ON,NONE,0.7,0.8,False,-0.026549526935701895,0.033674418604651146
2024-03-06,220.77,25.0,101.44,1.6596,368.99,1825.73,RISK_ON,NONE,0.7,0.8,False,-0.023112480739599484,0.035955056179775235
2024-03-07,223.15,24.76,100.92,1.6431,368.99,1812.17,RISK_ON,NONE,0.7,0.8,True,-0.032592024539877196,0.024951656166178005
2024-03-08,222.74,24.79,100.67,1.6453,368.26,1821.42,RISK_ON,NONE,0.7,0.8,False,-0.03471090229168672,0.02625998003992014
2024-03-11,224.24,24.66,100.61,1.6542,369.05,1804.33,RISK_ON,NONE,0.7,0.8,False,-0.030078087342138238,0.03258426966292127
2024-03-12,226.16,24.48,101.19,1.663,369.62,1807.04,RISK_ON,NONE,0.7,0.8,False,-0.026551226551226548,0.04472923734137457
2024-03-13,226.14,24.51,101.05,1.6653,371.48,1800.66,RISK_ON,NONE,0.7,0.8,False,-0.026117964533538984,0.04133316658329167
2024-03-14,225.2,24.31,100.63,1.6504,373.03,1824.18,RISK_ON,NONE,0.7,0.8,False,-0.03453900028782508,0.02854293905023053
2024-03-15,228.86,24.07,100.93,1.6625,371.93,1826.2,RISK_ON,NONE,0.7,0.8,False,-0.027180722891566145,0.03990742478263587
2024-03-18,224.72,24.05,100.51,1.6645,368.38,1833.87,RISK_ON,NONE,0.7,0.8,False,-0.026537530266343756,0.03661954287849545
2024-03-19,227.47,23.91,100.07,1.6469,367.71,1827.14,RISK_ON,NONE,0.7,0.8,False,-0.025893117881826244,0.01679323331481153
2024-03-20,224.4,23.92,99.9,1.6383,366.42,1841.57,RISK_ON,NONE,0.7,0.8,False,-0.023269456394211963,0.003921808934371107
2024-03-21,226.2,23.85,100.15,1.6291,366.41,1844.21,RISK_ON,NONE,0.7,0.8,False,-0.0235936433655064,-0.007916692040679574
2024-03-22,225.59,23.86,99.85,1.6336,367.55,1807.29,RISK_ON,NONE,0.7,0.8,False,-0.020117762512267046,-0.005358012664393619
2024-03-25,228.73,23.45,99.61,1.6423,366.78,1789.46,RISK_ON,NONE,0.7,0.8,False,-0.021224329370148287,0.0004873591227536611
2024-03-26,226.68,23.52,98.86,1.6519,366.59,1775.24,RISK_ON,NONE,0.7,0.8,False,-0.027542789691127223,0.00817821177906608
2024-03-27,225.82,23.35,99.21,1.6583,362.73,1770.94,RISK_ON,NONE,0.7,0.8,False,-0.024387845412528364,0.007044391813930906
2024-03-28,224.32,23.46,98.69,1.6719,362.59,1757.24,RISK_ON,NONE,0.7,0.8,False,-0.030264321509285597,0.017465920155793624
2024-03-29,223.25,23.32,98.19,1.6731,359.84,1731.12,RISK_ON,NONE,0.7,0.8,False,-0.027051129607610025,0.01412292399078674
2024-04-01,222.85,23.06,97.91,1.6658,357.89,1756.06,RISK_ON,NONE,0.7,0.8,False,-0.03327409162717221,0.0016837041491279958
2024-04-02,223.42,23.04,97.22,1.6607,358.28,1744.17,RISK_ON,NONE,0.7,0.8,False,-0.035802836457403564,-0.003659707223422126
2024-04-03,225.89,22.86,97.12,1.6561,358.56,1737.05,RISK_ON,NONE,0.7,0.8,False,-0.04258675078864349,-0.002108941913714135
2024-04-04,225.73,22.78,96.84,1.6605,359.0,1736.67,RISK_ON,NONE,0.7,0.8,False,-0.04042806183115333,0.010589738908161506
2024-04-05,225.21,22.83,96.76,1.6583,359.16,1757.99,RISK_ON,NONE,0.7,0.8,False,-0.038839773517433174,0.007901294596730057
2024-04-08,222.65,22.87,96.04,1.6604,362.48,1764.7,RISK_ON,NONE,0.7,0.8,False,-0.045422920186860116,0.0037480353040746373
2024-04-09,223.47,22.76,96.06,1.6587,360.7,1761.83,RISK_ON,NONE,0.7,0.8,False,-0.05069670916098423,-0.0025856885147323982
2024-04-10,224.36,22.63,95.76,1.6477,361.47,1769.26,RISK_ON,NONE,0.7,0.8,False,-0.05235032162295883,-0.01056866630637121
2024-04-11,225.33,22.69,95.8,1.6513,362.06,1768.83,RISK_ON,NONE,0.7,0.8,True,-0.04799761502534039,0.0005453223460978318
2024-04-12,224.58,22.9,95.64,1.6461,362.93,1772.66,RISK_ON,NONE,0.7,0.8,False,-0.05241256316258802,-0.009864661654135465
2024-04-15,221.88,22.98,95.61,1.6373,365.44,1781.13,RISK_ON,NONE,0.7,0.8,False,-0.04875136802308233,-0.01634124361670175
2024-04-16,219.52,23.14,95.87,1.6375,368.86,1783.83,RISK_ON,NONE,0.7,0.8,False,-0.04197062056560397,-0.005707693241848388
2024-04-17,219.89,23.02,96.11,1.6418,368.82,1774.68,RISK_ON,NONE,0.7,0.8,False,-0.03793793793793798,0.002136360861868969
2024-04-18,220.62,22.96,95.6,1.63,369.99,1743.07,RISK_ON,NONE,0.7,0.8,False,-0.04543185222166757,0.0005524522742617055
2024-04-19,221.51,22.86,96.11,1.6263,371.38,1738.92,RISK_ON,NONE,0.7,0.8,True,-0.03745618427641462,-0.004468658178256479
2024-04-22,222.21,22.9,95.95,1.6347,369.09,1743.2,RISK_ON,NONE,0.7,0.8,True,-0.0367432988655757,-0.004627656335626895
2024-04-23,224.7,22.93,96.69,1.6288,365.97,1731.77,RISK_ON,NONE,0.7,0.8,True,-0.021950232652235502,-0.013983897330346773
2024-04-24,226.64,22.94,96.74,1.62,367.58,1717.61,RISK_ON,NONE,0.7,0.8,True,-0.024896683802036024,-0.023095941626967376
2024-04-25,229.72,23.22,96.89,1.625,366.42,1696.54,RISK_ON,NONE,0.7,0.8,True,-0.01823892998277432,-0.028051916980680658
2024-04-26,227.41,23.06,96.34,1.6394,367.13,1701.72,TIGHT_LIQUIDITY,MID,0.3,0.8,False,-0.01884102250738362,-0.020142250911481696
2024-04-29,226.13,23.05,96.72,1.6394,368.41,1700.07,TIGHT_LIQUIDITY,MID,0.3,0.8,False,-0.012154018997038052,-0.015848241085364423
2024-04-30,224.74,22.83,95.97,1.6376,368.64,1685.44,TIGHT_LIQUIDITY,MID,0.3,0.8,False,-0.012857436741411266,-0.013909797073523245
2024-05-01,224.4,22.86,95.15,1.6304,369.65,1690.68,TIGHT_LIQUIDITY,MID,0.3,0.8,False,-0.020284184514003267,-0.015518386570859133
2024-05-02,220.29,22.91,95.55,1.6371,369.55,1685.82,TIGHT_LIQUIDITY,MID,0.3,0.8,False,-0.013320941759603522,-0.014092140921409313
2024-05-03,217.99,23.01,95.63,1.6426,369.96,1696.16,TIGHT_LIQUIDITY,MID,0.3,0.8,False,-0.011678379495659419,-0.009467526985467045
2024-05-06,218.08,23.17,95.97,1.6363,366.05,1715.16,TIGHT_LIQUIDITY,MID,0.3,0.8,False,-0.0007288629737609575,-0.014514574801252733
2024-05-07,218.71,22.9,95.71,1.643,365.55,1709.7,TIGHT_LIQUIDITY,MID,0.3,0.8,False,-0.003643556110764168,-0.00946524386567793
2024-05-08,223.08,22.74,95.41,1.645,366.51,1716.32,TIGHT_LIQUIDITY,MID,0.3,0.8,True,-0.003654970760234022,-0.0016386478121016568
